iteration,roc_auc_difference,average_precision_difference,log_loss_difference,brier_difference
54,0.02257576104996417,0.02487838779536916,0.035663391325690075,0.01714298485425969
55,0.015002451812390571,0.018122988141600016,0.04745767567653536,0.02298733968190969
56,0.011549235835281224,0.025310502590234485,0.05174140866751642,0.02496166047769713
57,-0.006854848722560258,0.004744204867092594,0.055188832530690846,0.026765578461768025
58,0.016387042201539304,0.020690723268795536,0.028845092353404045,0.013736448455835853
59,0.012012931103790314,0.035765491203583105,0.06338879635690575,0.030767310672580206
60,0.016455605348738467,0.029309594524430077,0.04432665588963425,0.021543130671674154
61,0.012494837789384983,0.012668322990835645,0.05539627256950386,0.02666813354706446
62,0.011161841550500151,0.02693843201878232,0.06288462856677568,0.030022482275037676
63,0.0008633507325102041,0.007913236190324913,0.041567254666532216,0.020091390562529232
64,-0.008382665923958199,0.008505420417733445,0.050775523605419925,0.024363308158953434
65,0.010546750344627931,0.012347653388698782,0.03001070827001162,0.014402012519726254
66,0.012904867166019351,0.011168004129765319,0.05751669747642463,0.02800780182096768
67,0.011247077104225012,-3.801966813293811e-05,0.025943891770963012,0.012611976189151802
68,0.013354762130510123,0.02351716495931347,0.044134395060465126,0.02113325916239911
69,0.008643105142269514,0.0005341840144000298,0.04511606482890618,0.021923652107106867
70,0.02902979700122177,0.03343242005804334,0.04516434299188965,0.021614953495589173
71,0.015651612927681025,0.0169288545107682,0.046098556573059724,0.022250099041950244
72,0.023183841999121158,0.021043995437436486,0.028069094949877305,0.013458981140872739
73,0.024041282550960164,0.014599077431456914,0.044884294274436076,0.021652673462001143
74,0.008283687409914142,0.008700692801013765,0.057821326815906016,0.027961811817950738
75,0.00732935325618711,0.018258807284428857,0.04366000521622293,0.021240668667893092
76,0.013268727343039632,0.02033191722053168,0.04464343881700228,0.021447659247837564
77,0.008992319952868422,0.01830391922543756,0.036653617011613515,0.017870584531025996
78,-0.004031264555193315,0.019272211097804914,0.037253493284478245,0.018173046903774553
79,0.00214982391853602,0.012757582410286461,0.03349250795539438,0.016280221884369173
80,-0.0006175936346130007,0.00018387198043731678,0.030296204793838877,0.014670857797058623
81,0.008094738985282124,0.018361231485370444,0.04299504246710639,0.020773072493508654
82,0.0008593614497016677,0.034963444317481024,0.0523513776807355,0.02559621523587144
83,0.007515321117207985,0.03735276264898793,0.04927034220985693,0.023939497842049295
84,0.0034837505982293626,0.003943584005331069,0.04910304226744544,0.023734417640927402
85,0.0232503679405075,0.022963581053700194,0.04028905970994967,0.019533831685926234
86,0.030643185815175,0.018404555359296693,0.04203069661128156,0.020449145973450683
87,0.01217044195422623,0.012351517194069905,0.04784877983592195,0.02296152800314044
88,0.0007733214775741404,0.012706068727477537,0.04113211397041994,0.0200201935631959
89,-0.007369803719796453,0.005379958951750918,0.049912148569996595,0.023880876182735183
90,0.012356077428840373,0.02166199177378289,0.0477877554119327,0.02300418530772322
91,0.025965872388441724,0.029813514733151303,0.022598147594668827,0.01086236647421146
92,0.01754202630992807,0.008546050934991722,0.03460573704475933,0.016766067713130994
93,0.017931986756974272,0.042000367518553544,0.03888617975777742,0.018681672780254482
94,0.032232958238451515,0.03290378949810191,0.03625685695558667,0.01752507678674109
95,-0.0020639259200057047,0.007137575249165556,0.05804262122504733,0.027948653941891582
96,0.01704602883744999,0.0168493368916261,0.04242676649661026,0.02049012546941198
97,0.007190120038687575,0.00383966758835963,0.04325465513207738,0.02103577633684367
98,-0.0008677392964275832,0.016569699896494483,0.03421338258860829,0.016609283029600685
99,0.0013751535995328856,0.019195429593209162,0.039808497590589575,0.01928376856688413
100,0.008810919041933318,0.020044429805292113,0.04362633217943279,0.021074927348902678
101,0.012191636291074226,0.020993183164376372,0.03537453355969167,0.01710082437417529
102,0.011895270392584978,0.0029249537323036146,0.03852391292117119,0.01875903016747532
103,0.00883851405844005,0.004830840980277057,0.024975010297383582,0.01188016673827702
104,0.0261771510520864,0.024515527796595604,0.028657229610532076,0.013850253439851856
105,0.012981026511647675,0.02073170017776979,0.03324473918678905,0.016126441538042713
106,0.00789390677575652,0.006309110550438618,0.02767059411809092,0.01337549052937817
107,0.0032794850729811476,0.018193958794103154,0.06165133882728768,0.02944607678817282
108,0.014301643581643764,0.01989103444945825,0.0349599208995125,0.016918281045140066
109,0.012828616825492412,0.030257051080959885,0.05330441592069035,0.02575317908697977
110,0.01028803919509802,0.008952578271396061,0.044576062820669726,0.02153833589965809
111,0.019055520059780173,0.0232100603672713,0.04811966871873563,0.023325267596886523
112,0.009122775188434518,0.021396413022413824,0.0343944750496723,0.0166085476031127
113,0.020110118002045096,0.03728173673052246,0.035361421472480115,0.017066027991206018
114,0.005529912793584391,0.01617906993478921,0.042995908808509786,0.020846340242789668
115,0.008942309220143607,0.0025963951099636784,0.023943935048554188,0.011583505732330746
116,0.014850534583592534,0.027074784024838816,0.032154535013282026,0.015496617753418263
117,0.02182702020202021,0.034263605468137115,0.03871765493890367,0.018692970648905738
118,0.01917661324607889,0.03498270425742436,0.05310028667233968,0.025594341541943372
119,0.02340553474694196,0.02156667101932755,0.028194266365423326,0.01370371827093439
120,0.013792820000357087,0.022425407491276944,0.04191715644193739,0.020276165092343368
121,-0.0046389372885335955,0.0011776909022286897,0.03912437703156613,0.01881035926433458
122,0.01661305123068013,0.013989922445869385,0.029179961638368557,0.014251241251895252
123,0.01450843728997897,0.019403299580951272,0.036957224693734636,0.017789915971279824
124,0.014305646329834776,0.017154911209425583,0.03330023742280963,0.016060426556839424
125,0.005542583207568508,0.00046417310382917965,0.03359370297994746,0.01641364697777767
126,0.027141789824785878,0.04668866535852184,0.04001303220365948,0.019461522001890552
127,0.02188745457337249,0.03385340275708407,0.03702361194975179,0.017941165401567594
128,0.010094224552999798,0.016892396955205807,0.05333968795089883,0.02573012679851583
129,0.014690880954931984,0.03874660060361648,0.05439157902541347,0.026437395257938895
130,0.020439324772564937,0.028332787681818128,0.037291123258597736,0.01803143707593599
131,0.010792618952335187,0.027929075214741306,0.025148914407373435,0.012246666191410932
132,0.01400019720243173,0.026525397479972984,0.05559167656156405,0.026820205716928475
133,0.019347349275898096,0.015370649240271955,0.048357130191401976,0.023308538161751935
134,0.014801128683805453,0.01927142415698857,0.0600821261002239,0.0288143680217067
135,0.022823051312717002,0.025289087866484677,0.05403319660504213,0.025978226792270492
136,-0.004057130662403319,0.023112302708597043,0.0470381015907968,0.022866707981704315
137,0.009680634769103857,0.019126757579397857,0.04528793907563955,0.021953713898962696
138,0.018899293190010935,0.0201176401072512,0.0426805686791486,0.020586743358460724
139,0.008042879668178626,0.01940041314749069,0.05436763739811723,0.026285533614506973
140,-0.004327539346569931,0.024709614138153313,0.048627010250174796,0.02333770350631842
141,0.0023844535594365057,-0.000756346194385582,0.036458026204562954,0.017527985157045928
142,-0.0017474959543579693,0.0025161255327351972,0.03646445432394918,0.017609983975246768
143,0.02813077871049907,0.034387819706853395,0.0329688219697557,0.015862135051920717
144,-0.008080968228488583,-1.3195038093882783e-05,0.04666154020225832,0.022531094136665153
145,0.014241956604690964,0.009831943896681294,0.05144380683326044,0.02477898173121673
146,0.016378823613783067,0.018216618811579377,0.019104878463145902,0.009078887326993273
147,-0.015905314628877898,0.0026702916074159977,0.04670890358647495,0.022780555738838054
148,-0.0054007779247718934,0.008656546113529812,0.03424749834848306,0.01661102542053286
149,0.011179857259298931,0.00979330579420179,0.040809422117733085,0.019632840325836315
150,0.02265972935653149,0.03639832954212174,0.02943173970818691,0.01429522726579413
151,0.0023440536979080218,-0.00812550860845837,0.026683960171354215,0.013096269658205734
152,0.02569589144210449,0.035599188501599904,0.04314516847211314,0.020797308281449434
153,0.005299214326353385,0.017976983625761056,0.02453541003064874,0.01184280217283007
154,0.00906159681944374,0.010648935890730987,0.04088557473400378,0.01970232671278402
155,0.01221957483473679,0.025335400949776266,0.044981320073166575,0.02191440043035811
156,0.012227301554770031,0.010552807162910322,0.050446185492921236,0.024111377180136256
157,0.0033555876550169783,0.020113112882683915,0.043299535636694086,0.020823387055476622
158,0.015581968778330735,0.028919791348361507,0.044685550074114455,0.0215833063163689
159,0.01909772846238922,0.04617191114028668,0.04887691617392509,0.023653442025295957
160,0.01137149270482607,0.013181107388698099,0.03993005178719966,0.01938091092007141
161,0.0035451145075076074,0.001331177396035721,0.034023293268287236,0.016421915714281615
162,0.015903331306391433,0.021089324025907075,0.039229695641324724,0.018786617833448038
163,0.002810876167057663,0.01557982411444575,0.03822494531909071,0.018520841170518026
164,0.018544795764911637,0.02175158196264776,0.041780308539790534,0.020064661545227402
165,0.010840376935541407,0.014948393336014387,0.04945699737536102,0.023871095543144816
166,0.012173476417903561,0.025398629362571368,0.054221581053689794,0.026091760028406297
167,0.010316483762151774,0.022975001559295855,0.03494425367917109,0.016841124916770145
168,0.0024791028503192702,0.003934779453890314,0.04725722620428752,0.022751597106545562
169,-0.0018742169450731705,0.007703279264601709,0.0455069105142063,0.022191718957833423
170,0.019127684666876976,0.03704445285843941,0.030611393353230376,0.014943326466082957
171,0.011486024476811796,0.0333259142851593,0.041645879337705694,0.01993538165978606
172,-0.008559625690609196,0.002245375539224659,0.04727094328824244,0.02267780249917803
173,0.00021837689002812688,0.01952194350787534,0.043935110254927245,0.02128262784090601
174,0.01650078063502458,0.006539101606512915,0.04344511949802987,0.021014158734733807
175,0.016625160155176566,0.02574125979963171,0.05256661603045487,0.025063143169249485
176,0.01579613874641339,0.02837077137790256,0.04990664735081163,0.023905499944248176
177,-0.0026990896738061654,0.013593157410148271,0.055808215702348174,0.026865415606033977
178,-0.0036243720673024837,0.0073127699392419865,0.029993360566424987,0.014546749238366768
179,0.002550231526912139,0.009674135712216203,0.040678842915659486,0.019788952137652693
180,0.02284681036473557,0.01781932066936498,0.042398627984114756,0.02056260804254237
181,0.0217378675427935,0.020760269230608086,0.024873512179994672,0.011853599365453465
182,0.00964876071823928,0.017903903567412463,0.03593406925319076,0.017349408496480895
183,-0.0005322366656007604,0.012975369918347524,0.03309370131072231,0.016077372399284057
184,0.01734440810981519,0.019878961631771302,0.046366458741458616,0.0223551125998524
185,0.004721693097284874,0.0192765942541272,0.03469835721933778,0.01670054761115311
186,0.0069010233689899,0.013857707094808214,0.02726560481985385,0.013174237233911867
187,0.015696520201024633,0.025571292832187342,0.04031648891899675,0.01947909161640768
188,0.01198001421529371,0.027636272131693285,0.04577916981315,0.022238663951479026
189,0.015379735469126077,0.004860600496360862,0.029458779200772334,0.014276208929355966
190,0.0026946045254602202,0.004071051477021942,0.02158894088237351,0.010451842966735098
191,0.009812682477095769,0.008846516762989143,0.04255664931392633,0.020276502366610993
192,0.023632124438941138,0.03958702093533473,0.053194220830685146,0.025536691112669235
193,0.013977081450793682,0.030376408599147586,0.04188179700971051,0.02037775158476221
194,0.020026873747942098,0.010305130316714983,0.0474086013859053,0.022790393074700377
195,0.019261298656820802,0.01117229671404607,0.04808584576961039,0.02332689244335104
196,-0.004186243679518364,0.0330724627194586,0.0469113636099,0.022722143596168393
197,-0.0036645949357004826,0.0018060004368521398,0.033842969293287894,0.016296980625187724
198,0.017269694347689102,0.01281113501126524,0.04866567156701884,0.023366224363466553
199,0.022369697868165228,0.025721639321038603,0.028021174376113955,0.013449016466922425
200,0.015986910860363968,0.02106881672208888,0.02746746674076228,0.013314832881192451
201,-0.0001624158569316636,0.0034592550645833886,0.05356256511823454,0.02596068798831938
202,-0.0015004467433368252,0.017537090593288895,0.03879817858289403,0.018772924154079662
203,-0.0021026294943023993,0.025106016849328033,0.04494055767054084,0.02172793178527263
204,0.01767873377036555,0.025523431911306377,0.05773922487917549,0.027826224009507544
205,0.01966373680652722,0.011753427366601676,0.041808197678159686,0.02013990265690513
206,0.022662385988374445,0.03781707520898828,0.041431830404947356,0.02009013385541014
207,0.01575103640653608,0.029851367362830283,0.04077510232576331,0.01972926603122402
208,-0.0012991801638876366,0.01844685079915115,0.031052726994782454,0.01510086952674597
209,0.011373918277321926,0.01037705448169679,0.05376686582881196,0.025934030474912023
210,0.012245234356111356,0.013736465754240257,0.044791242411655885,0.02151825816248301
211,-0.0018459830951134126,0.007092657598179453,0.03232280833409906,0.01576513051662734
212,0.016770849694433543,0.02194014920781151,0.01683596223905648,0.008194495101548904
213,0.021353245940640253,0.02061371453525304,0.0335587266790921,0.016139456623938148
214,0.008474768589143977,-0.00012423242756132158,0.04308424950533163,0.02085675050004826
215,0.00503767964936519,0.00955989407304042,0.03001812279870042,0.014300714227011652
216,-0.009791434150283718,-0.007221852052956862,0.024818079548554528,0.012123191758325685
217,0.01486035062432789,0.02162671130973315,0.038796920437514704,0.018700002121972592
218,0.005743660225833502,0.027046281950416695,0.04931090539639971,0.02374336020302742
219,0.013664623837700729,0.021822028572455354,0.023236889200671462,0.011236474999025664
220,0.002421817539937088,0.014329864848174556,0.057691874487621586,0.027908948737398825
221,0.020314267306177913,0.025794177577246113,0.03643337660220991,0.017661597869721157
222,0.014768869795586337,0.022994357076130845,0.035865171131064355,0.017277472432594643
223,0.025964754917118027,0.025625070715649345,0.0309211683656746,0.014816790167055532
224,0.012444955245236033,0.008250709651221322,0.03325210627296271,0.016180185547495313
225,-0.004897741935483868,0.009804826303176584,0.034788848032642816,0.016790633175870512
226,0.024031742592323213,0.02742172752837363,0.0501636864288697,0.024055758646926245
227,-0.007493340776835056,0.007024470819599615,0.044582397044976574,0.02181940656196546
228,0.0012768683967406824,0.008082022638829012,0.038834399754994586,0.018890018179528595
229,0.006242945724651783,0.028899429472401067,0.03443947112694534,0.01669267189444018
230,0.021557000248915492,0.026642308638869183,0.02361785097054947,0.011474120728363874
231,-0.0003817842246124359,0.00827327931431987,0.019675551706124894,0.009602102614580332
232,-0.00019778793286928664,0.019547505484538097,0.04875144570234924,0.023517177851517218
233,0.008777517911262245,0.015607865848459357,0.05184052038373843,0.02501520806708349
234,0.019094366893940173,0.021406372428955073,0.024949135476977413,0.012004831101639163
235,0.024345359326284677,0.030222048481469976,0.04228142615330155,0.020307084434458722
236,0.007830414136546615,0.012448498646478623,0.0415148203780803,0.02002878461345936
237,0.0010476694720867874,0.013236369558478678,0.03284352096320964,0.015825269489097377
238,0.009444757257495162,0.010667414842520845,0.031053624596835028,0.015025694690486785
239,0.007926255979544772,0.01563581382788326,0.052577047890801865,0.025374045302395787
240,0.027039370727535372,0.028598977979858914,0.02939589497229378,0.01410598090139184
241,0.006468587198566689,0.02579565842814363,0.048459093378814266,0.02341209982970255
242,0.015102013960848426,0.02424286409625173,0.0492454501042221,0.023761726404814887
243,0.010026834785812344,0.011046606114757385,0.03534492152896129,0.017156554654527645
244,0.004511981243759511,0.013997625017008325,0.045269188090622414,0.02184519998034931
245,0.017982517318669622,0.03151651426112301,0.05444497707201279,0.02605147512762318
246,0.00655346486540509,0.018642511226334035,0.05437733107718301,0.0263553240426401
247,0.0019431068796205153,0.014322521631194074,0.0052884036393653355,0.0027573698070814667
248,0.009620050638542765,0.026673466965824566,0.04839680449054029,0.023456479578049194
249,0.020098527102869967,0.01882816026013523,0.051133736428444765,0.02461360923075076
250,0.010620751202069845,0.014280779075055011,0.03774747580742388,0.018231739342080944
251,-0.0017026894673053405,0.0016340045908403433,0.04277423010435988,0.020571193800115378
252,0.0006446815459254518,0.02203900585082766,0.04577514957249773,0.0221919943989472
253,0.006719203940895535,0.02102273273311256,0.057728449466291853,0.02782500523133699
254,0.019956848093722557,0.034605664835707206,0.046189876079953174,0.02214087367674672
255,0.01721380037448461,0.0194620012182532,0.05045210997113114,0.024071707266919457
256,0.008660186569821038,0.011805949197965376,0.04543346798443726,0.021919399667081535
257,0.01664062059439486,0.01560682980992334,0.044170046860852574,0.021144558189121254
258,0.012430561157790065,0.03622076866832161,0.03394635717507777,0.016305596530674232
259,0.01945879462358424,0.02934181174966688,0.04090305984124576,0.019678293629732557
260,0.00496556533922532,0.018093186314361298,0.04904258170058917,0.023781225962615615
261,0.018325334128488358,0.016239188361312495,0.03209984522554854,0.015560775828870277
262,-0.001076324704941678,-0.005313620830225907,0.03450830282484163,0.01695484863098609
263,0.021486184746454917,0.025854743905863786,0.04606955190142803,0.022082603945412504
264,0.017280654832849796,0.026975887376031293,0.044281697798099984,0.021145195639665326
265,0.008366398065699499,0.02231541600810749,0.03349859967230806,0.016266571503648214
266,0.011151844858488191,0.014543991159701647,0.046280538200340615,0.022173124110560383
267,0.020397420125291443,0.03823251555535978,0.04348008555492633,0.02067148880352984
268,0.015497659070991543,0.011574012279020968,0.014102803135162878,0.0067630799014204435
269,0.0022814333858390823,0.014494699762227281,0.043095365896728355,0.020646349883454013
270,0.017375674628250515,0.025884586983470875,0.047401556059715966,0.022806678356580096
271,0.01471699076063604,0.025859846806385922,0.051508261900133134,0.024677823499475643
272,0.0075624349479843644,0.033405050058966046,0.037852183063436406,0.018222550182846076
273,-0.0008879928143047389,0.018254706039997348,0.03557685432411173,0.017180221863487916
274,-0.0012455585513035938,0.005092050559919181,0.02367913559958268,0.011398819445576497
275,0.021336469757786913,0.04311366305476497,0.039375617329082346,0.01887597623821985
276,0.005472125628063651,0.02075424797711134,0.04364219929063373,0.02116909340184206
277,0.013264368220871958,0.019228344803746356,0.04012057568719607,0.019276586567627263
278,0.017229113972075605,0.024872901595965696,0.04195115093354962,0.020147004338310154
279,0.007702515803481469,0.011450352187493407,0.058360122188900077,0.02842041090525535
280,0.012016193506586781,0.020092014902086563,0.040056324567058765,0.019214783811327157
281,0.01404408246798916,0.01396925973451349,0.0288583253899497,0.013764721027764354
282,0.015751717793523246,0.007860555637081101,0.03762867024107952,0.018303347028586242
283,0.0267533581827486,0.024947107817560044,0.049711952497569545,0.02373362538364368
284,0.010105473316420532,0.011451208837238158,0.025817438889093824,0.012362202736372813
285,0.01588052637162285,0.024089118705654416,0.03156728646586171,0.015445848233399756
286,0.015157328440267737,0.025466082020345004,0.03872986471649753,0.01873317755349682
287,0.01189864468176427,0.018492146141698834,0.0356976802113651,0.017229016062897506
288,0.011118480763280036,0.011361663285826468,0.04169187186317991,0.02036553409450087
289,0.007749330430313339,0.008990705716940772,0.04208714297924865,0.02021020983361707
290,0.012029377001989472,0.030152897353645458,0.05031553147850243,0.024281924151559303
291,0.016679793417912037,0.004720103829084665,0.033109720760179595,0.015846381301909046
292,-0.004844847671654162,0.0048171467323060435,0.040508852126096895,0.01973108769836926
293,0.016891255081086798,0.01566285624976077,0.04611551522830415,0.02218650850946155
294,0.018575259357903384,0.027080353108507482,0.050254303188464244,0.024047664274135766
295,0.005400266163921641,0.02197706801839694,0.03452421756056967,0.016801058740392977
296,0.0022336177864923368,0.00483517818748494,0.05104272891571937,0.02469874413872994
297,-0.0053162354319635785,0.0038852991564641004,0.03105753486983287,0.014994652597084601
298,0.01936473295961294,0.019346118032250226,0.04216165928713966,0.02006374835437591
299,0.022618583373574364,0.030441184092184048,0.04892073649682116,0.02346421093085757
300,0.008374665443214746,0.03163328858457845,0.03613437903395278,0.017544402193275188
301,-0.0036700964787851342,0.012879890732286126,0.05740239320057661,0.02791463412215464
302,-0.005622678735869746,0.001734411092609106,0.022289069461674194,0.010846459182114382
303,0.016103858781051694,0.01403680801377763,0.04714171155724045,0.022538733958403195
304,-0.0066212374103583604,0.006852431195251973,0.04303329296962921,0.021077640454723434
305,0.0016751707294233587,0.023379608848950822,0.02739676473688446,0.013411127338841394
306,-0.0035948516470278857,0.010403671002137571,0.02674323562235459,0.013128915190468465
307,0.0005099877120330332,0.015294764926619686,0.0557000621095749,0.026873220748730886
308,-0.0015185119753897691,0.008235484624206424,0.022448719707758635,0.010764152508133201
309,0.008150065511057458,0.026633863553645803,0.03810054737457824,0.018267905479029234
310,0.0337746874906506,0.030717389116034943,0.025468361099399872,0.012208547618894366
311,0.005781779611967686,0.025787890041145095,0.03578372605064739,0.017321072116464914
312,0.008888431011441766,0.020538632027572223,0.03268068091196363,0.015731368739645757
313,0.02353661319655309,0.028516480489421264,0.016789414251628165,0.008067267633676212
314,-0.009979650664345918,0.015591529712602359,0.05011744774158977,0.02450649650982209
315,0.02314592853916264,0.02987237504282869,0.027012478107655502,0.01309231481259543
316,0.005491018681281767,0.01751111081843723,0.032022633511800014,0.015443365871477738
317,0.016011060542492572,0.0238166318608643,0.05298551003805352,0.025612917256623208
318,0.009312432378523416,0.014389837245521175,0.040590906314709185,0.0197723553460952
319,0.007200200033170234,0.01269009509219915,0.05773806666980885,0.02793074902152526
320,0.01227708635405611,0.022657673437262493,0.057047173462794976,0.027383603323398925
321,0.011021611400709008,0.02575765246725159,0.04877715065423516,0.023502370686761198
322,0.0028163208018633368,0.012765950871979598,0.03856181218701937,0.018802708894006315
323,0.02182353995920272,0.024813519949582058,0.052642175717359185,0.02547734915084196
324,0.019784048943317534,0.03430536086259589,0.04089605533223528,0.01980275388606134
325,-0.0009842724256702295,0.01106763517180448,0.05111198503777836,0.024747959433247285
326,0.014993893607968767,0.02394834567692078,0.04149165955391532,0.019954880393801167
327,0.016429788023867187,0.019767275897305814,0.04803683387372404,0.023363674089202757
328,0.014699230503402272,0.02643266664697852,0.06254861920945642,0.030207592651597198
329,-0.00195799993932122,0.0123891047787405,0.04320266402306305,0.021022277601148498
330,-0.0020487986369689404,0.016401148112297176,0.038601408845156504,0.018649433069185678
331,0.019182199772339148,0.025461748987260557,0.041878390375788666,0.020221714256120404
332,0.005908631234395001,0.0184299817854445,0.03835679240564405,0.018670351913387145
333,0.016220478343682343,0.020281056878850373,0.040267462447558855,0.01943133222503421
334,0.02310835800604194,0.01730366516373333,0.03942835915031351,0.01901240041142488
335,0.02122717675239061,0.03590756405843404,0.04669307845195969,0.022492799571875888
336,-0.0018120095892758536,0.01493489108962362,0.03985827859586899,0.019423892648327473
337,-0.002304577947252584,0.00025469229899316437,0.041791846907678565,0.02019831775296671
338,0.014610453542328816,-0.0004089677023676741,0.0318677883969779,0.015317052499241868
339,0.013340028150431116,0.024757361279791223,0.05566700844744399,0.026937906876472933
340,0.015348699643189967,0.017497281706510825,0.04113803602675781,0.019753449719966204
341,0.014942091998691898,0.02846369755431999,0.03066469999050958,0.014614035143682175
342,0.00842645405558795,0.020344606211126437,0.02875769421313734,0.01391364064642911
343,0.019078203796534576,0.0143857724522366,0.02832890035833935,0.013851469769174979
344,0.014301736969648315,0.016147599218607922,0.03389393743304736,0.01629802030982605
345,0.0166152161720452,0.02619830758820124,0.01632324246815564,0.007918692241214081
346,0.020401626014132646,0.017240318312538305,0.036245792006853295,0.017426015418349983
347,0.005913290556852524,0.027241207487715913,0.03309821198128926,0.01590938909280895
348,-0.0036453768990076796,0.007836709673716163,0.03423902802733669,0.0166682923676158
349,0.015067755862447463,0.017974212659465,0.039210314769511534,0.019116487428501222
350,-0.0024511008178221827,0.003418700950068354,0.0465144987595818,0.022600526840825447
351,0.009191441725678429,0.023692857928539313,0.05262032669343153,0.025258318187727447
352,0.015084756059204008,0.02088515910996322,0.03190255280498833,0.015534904059228694
353,0.009649313944359195,0.02624388452603421,0.0447110596478455,0.02160126004126453
354,0.013421434440473723,0.013883366671955638,0.037209048538755174,0.01781060634532622
355,-0.0013890210774705203,0.010324055161489237,0.024339704561517572,0.011797449131548093
356,0.01749549169832776,0.033469184011362035,0.03280413571839513,0.015762845025342198
357,0.014398919255034892,0.019464910395709356,0.052605567217585913,0.025222547469571366
358,0.005037055636717747,0.01269013573174993,0.051297421584097,0.024627274268690325
359,0.01256732956340434,0.0011193654191768432,0.055757627051153946,0.02679553725257383
360,0.020698463886957397,0.021174540119765772,0.03656797093402875,0.017607933712670082
361,0.02213114171281716,0.019335291092834356,0.021958335048507416,0.010674157280997493
362,0.00919756743611122,0.01047855854775559,0.03956240297404945,0.01909251637318135
