iteration,roc_auc_difference,average_precision_difference,log_loss_difference,brier_difference
363,-0.007136069219490726,0.008334457341742263,0.046421794490623225,0.022620803508013376
364,0.016788999848427966,0.009198449563426359,0.029811376974610337,0.014355459559615369
365,0.012589612860364086,0.03843416879246653,0.04840134870396606,0.02340700182302871
366,-0.0026371561404414656,0.02161386751603489,0.04637157506827039,0.022431468906153024
367,0.0019370640613494139,0.011830104293433452,0.035670000718192485,0.01741495617075814
368,0.023279799337327267,0.04496902965762875,0.043562166180073136,0.021048482224429454
369,0.021355421455276136,0.030434073913213178,0.03338138756295006,0.0160513990599688
370,-0.0029598096927031525,0.00670122238448978,0.051743844603046485,0.0249241929696547
371,0.012466530163562362,0.02168356326951959,0.042516341170091065,0.020532398411278324
372,0.010674276883585354,0.017455103022174845,0.054870416630810825,0.02679567934242741
373,0.013904202959566403,0.006119995876475326,0.040584372933088475,0.019510478279853832
374,0.013120086355909444,0.009461916498652023,0.033562906439166595,0.016398675552675268
375,0.0012649966934291657,0.012412462134673757,0.036671719383026935,0.017675530954682245
376,0.003173665545773363,0.01630742400703261,0.028279957111355447,0.01365566251343972
377,0.009863609107471527,0.021389205177421766,0.03801556370478831,0.018323204269763138
378,0.01621612238969683,0.002072165176018631,0.05188208433021424,0.025109591221897376
379,-0.002488912861423165,0.00526163834025517,0.06035115515279632,0.029202908860532922
380,0.01803904547628754,0.0277158400243456,0.05756262996366557,0.02782037187218772
381,0.016230107207278466,0.030071740105406586,0.04427865621221738,0.02136015716913972
382,0.02025257734919572,0.033196988778526004,0.04036969648748123,0.019343423542242943
383,0.012503153064448824,0.029241899378464498,0.058118183342844465,0.028244009902222506
384,0.012827679646728263,0.026692519614758742,0.02722089197353683,0.012958353336582962
385,0.005115871144041884,0.0030081471864943365,0.04606319243711898,0.022429869888656
386,0.009724518273762972,0.01089927801699131,0.035082816117649074,0.01679183683648297
387,0.013590253455118328,0.01492252392110216,0.04664350641656978,0.02245528945856934
388,0.002028748712201267,0.006402331822267626,0.025397903529268295,0.012163290047660286
389,0.006702282028005158,0.002179640540482586,0.04585240872523488,0.022215877080605156
390,0.007239632027717491,0.01491076837690633,0.05182911287030478,0.025064102579552383
391,0.010316188488324052,0.016234285531231157,0.05002425498331542,0.024121060562081187
392,0.02589317617211584,0.02308411499455043,0.040384181240998074,0.019542149994404956
393,0.017354103224242134,0.020695982221528325,0.044152527231667404,0.021291236301526212
394,0.015667872915939185,0.015566873021418848,0.02951746634842567,0.014295363498012276
395,0.006473313790255175,0.011907268244572833,0.043165291185387256,0.02076657482138622
396,0.01861489727705612,0.02454407199774966,0.03351806173866834,0.016168985797710783
397,0.01581378608405637,0.01741719350058113,0.045379984187332245,0.021951739705444673
398,0.004665965699127916,0.018882858178943668,0.03932412351969228,0.018935065110786853
399,0.012431851978191855,0.017997629869866666,0.054682352947644675,0.026364338185885183
400,0.00646352528042915,0.023776920056404693,0.017187113581195845,0.008313099810087987
401,0.014277057021948591,0.027526189871850876,0.05316031556459988,0.02552928874680707
402,-0.0011062069949404618,0.009170639300243977,0.056233101085915616,0.02730710189066249
403,0.0034198565024591288,0.02219686795614606,0.021355558399050234,0.010461341022751008
404,0.011454866996138846,0.01796459436455744,0.05828699768692702,0.02784201192110211
405,0.013366545672673813,0.021424632759228235,0.05382487988923734,0.025978555791224184
406,0.01425649128360229,0.019803408632584285,0.05370438799844046,0.025924579546477228
407,-0.004729512210321141,0.01048091275405627,0.028978004377453015,0.014066542510042662
408,0.02618240085937873,0.025211104463924355,0.04441511219482264,0.02169745196727005
409,0.008531430517518257,0.030027586660565042,0.06097915769402573,0.029442743391539516
410,0.009799053580296868,0.009706317548200727,0.05338368638472857,0.025784749251500677
411,0.01469185818536245,0.028452786126083485,0.04103505454563117,0.01988641040166017
412,0.007706835984818028,0.0051280252220720635,0.04284600331498456,0.02066877743801515
413,0.0028002479259080504,0.007306342023326612,0.0424032217550907,0.02044054666724493
414,0.004447081093781224,0.024041161349827422,0.020074571563234445,0.009644180260977658
415,-7.476561725616726e-05,0.0029358003236691355,0.05596652092200938,0.026787866429893226
416,0.010937662880379562,0.016319227969886663,0.032400971040411175,0.015546275765355416
417,0.01950866976064436,0.02038293510172226,0.04235148668811661,0.020475677401557008
418,0.01078204417455142,0.01359095123242976,0.046437290658402186,0.022376231939656155
419,0.016313360154352585,0.01573302396228049,0.04471975897986202,0.021671969041646366
420,0.02108979018352597,0.03419626493904965,0.035847901053616016,0.01723958850041485
421,0.00035945647700819094,0.005244659547915087,0.04400597395537853,0.021164340216023786
422,0.006474335850925272,0.010011732295869213,0.045358701459699,0.02199652766570423
423,0.005831010378653079,0.016990866159003026,0.05407943973935436,0.026167610692028276
424,0.02586327566080937,0.014630921343084607,0.03916699206723473,0.019044782112301428
425,0.0018778253163448388,0.01153950041487245,0.036289126794265325,0.017604509420129505
426,0.0007847528183698715,0.024587347420972183,0.048224654650251275,0.023462328107982183
427,0.03181683974762306,0.029904443784143614,0.030398216658099386,0.014732320091322693
428,0.006832441867913541,0.018661129654368197,0.046633876698497945,0.022634223102404066
429,-0.002629561667427338,0.0042169947968770105,0.03406772472976671,0.01662133475416261
430,0.007381349123772862,0.018419022060304435,0.05321928019839006,0.025652635712313382
431,0.010871531552822833,0.01217604806049602,0.04576414964214914,0.02205487509480744
432,0.024068028233433902,0.030768933993542802,0.04219491741775039,0.02026726484676719
433,0.014196054136578984,0.01327684900278725,0.049035635408772094,0.023576557351273647
434,-0.0014792513316262967,-0.00014726263261338746,0.03247312010621295,0.01577541284066661
435,0.02768428871864781,0.01052546739441304,0.04632453167533901,0.022445961788874397
436,0.013712882243578584,0.014749944064221976,0.04731361823730518,0.022838670552023377
437,0.0076641708898741445,0.011037407033652802,0.04957064232329689,0.02381695674505685
438,-0.005280195297686974,0.01392274034722929,0.050954762166335654,0.024671530751780663
439,0.023546647591719982,0.029871755320489746,0.036654171458867846,0.017865429828906404
440,0.01754542336708209,0.024444419393866906,0.035158679172901275,0.017023342933879942
441,0.023766603629200578,0.0273363874583282,0.040954421101589866,0.019568147171054567
442,0.025226834001313536,0.032508786241591925,0.03993140293598341,0.019107448234329943
443,0.008934430724231723,0.015788467673426898,0.03106798781432163,0.014868242988587327
444,0.0034313045285250254,0.017710570593261088,0.048964170884401526,0.023632546419061123
445,-0.0008089920744950296,0.008282773566285984,0.05239268907149042,0.025379677945350815
446,-0.0016011375014370888,0.022201850885119723,0.034535015911927536,0.01697716512434258
447,0.01826640697798887,0.01145287033979403,0.054707454659667865,0.026319735770294422
448,0.012697147331687919,0.02477195524268022,0.053222183658006794,0.025534205627258
449,0.014319443676111154,0.024473161053390258,0.028801139915403895,0.013952519446689904
450,0.01231961794496117,0.013433858063957749,0.041871925327626736,0.020148145319786065
451,0.007918100826229901,0.011291128441401732,0.05907648338705096,0.028540018956098978
452,0.019869255684932585,0.029517655707616497,0.03877296461528079,0.018774976087682138
453,0.02544147367111327,0.024661247573729755,0.03357540225619593,0.01626422779651024
454,0.0044225384154716885,0.010128033298080819,0.037717330507397895,0.018344629720704525
455,0.015058151556379795,0.02454773091503934,0.04484723832319082,0.021502833523248388
456,0.010342149087989805,0.02880790310840553,0.05728598313100253,0.027740721908120852
457,0.019042571762606375,0.0295676148882118,0.0394047953244987,0.019087475145701194
458,0.023498586832202295,0.043986710346937824,0.05017579441588749,0.02395942857020758
459,0.017105619146380535,0.02001062372670437,0.03585319598814851,0.01729830468579749
460,-0.00021080806317352874,0.0014567783827414416,0.057220074609819815,0.02777441749660195
461,-0.0011704868061637175,0.010824294432593529,0.05641027932586451,0.02741327484298986
462,0.027981492889684767,0.015689537866032277,0.028613150863186054,0.013853245773197714
463,0.012957966832838008,0.03455952060998921,0.05687930947081188,0.02747983326426745
464,0.020187449150002146,0.03209811603616469,0.04785359543691037,0.02321064882917151
465,0.005074640499269201,0.035471461249123176,0.050123435767318036,0.02422493373388271
466,0.02940357617800715,0.024714931759369257,0.0368682929856009,0.017742498589882166
467,0.018155750746697286,0.031318819089150685,0.043145791833343994,0.020811159062174428
468,0.0047069560813641775,0.03427545312978661,0.051085157232043765,0.02495722291926597
469,0.02231637753089566,0.03219620286508129,0.049618044139819184,0.023760321202618367
470,0.001398329626328132,0.01769984197797614,0.041965434798235446,0.02048865692479382
471,0.012156609759629178,0.02099029633140348,0.029360812437146833,0.014135621361805212
472,0.02974563022842136,0.03324559452892731,0.04228465443710927,0.020344808394578417
473,0.009244625490433367,0.011770193508561205,0.0422513343205666,0.02046888228794108
474,-0.00557141152071261,0.01115631803716055,0.043345346595650036,0.020970118211826483
475,0.011661748340950684,0.033516720117864995,0.0579293096588227,0.027871886697799803
476,0.005393167321297909,0.00812569180493608,0.03566506622814769,0.017193792184608953
477,-0.005697243120955431,-0.004517571387701397,0.02092516810652012,0.01013232117641899
478,0.01631935160427822,0.010477589671574195,0.03484139791992957,0.01685222481797541
479,0.007152438467236011,0.01702438971314843,0.043548658056724476,0.02102365523743785
480,0.006982734979899319,0.01952047922695943,0.0466355157935594,0.02255696366048726
481,0.015559929291948937,0.03741758074149343,0.04584067989375362,0.022289104799279008
482,0.004729578149841096,0.00833131263235437,0.04167248849534577,0.020088727957981
483,-0.00828385750962779,0.014179362227352221,0.033650994944196655,0.01642420283230564
484,-0.004032205372365816,-0.004417959416874284,0.035997078863874266,0.017476246413671404
485,-0.008304142379299329,-0.0004059751968015779,0.02759325924652878,0.013486872819755052
486,0.010753847934904859,0.016442309260957078,0.05339699557540012,0.025966741547569144
487,0.03015280602772874,0.0353683710885222,0.03807757612178031,0.018220968195562376
488,0.013153762226417065,0.02832522149665556,0.05334610313663224,0.025836528934482128
489,-0.0004478754687505804,0.02265348942869516,0.05261356850640464,0.025619315209366278
490,0.013792271411637858,0.02804178056097073,0.04986464811323632,0.024002560398101197
491,0.03075853740732426,0.02697622308167022,0.02821489874814931,0.013355512034625483
492,0.010236411280255764,0.01150781199072004,0.04742747188466212,0.022883659408373308
493,0.016966105499439,0.0372110674399648,0.04990099737117781,0.024101248297375033
494,0.011761912611057523,0.022294349428982063,0.04769657444641584,0.022889172883016812
495,0.015997799638007848,0.033905318087998876,0.034655832406584874,0.01675849402937349
496,0.004505028078143791,0.026149711714657936,0.03001535198890093,0.014525158668434623
497,0.022459675859521133,0.03647323994880414,0.059973956761520064,0.028884366011384333
498,0.007510289219140431,0.012690416142639355,0.045660397084174464,0.022049269021649942
499,0.0022430414055590875,0.015889204827662873,0.05488591094271711,0.026366575755968596
500,0.023275658736064186,0.02430461362938302,0.0415053697948079,0.020011226289415457
501,0.011499377313029746,0.01357004825149627,0.044765606240194766,0.02171303541940897
502,0.01372742660933346,0.03276361421863369,0.052463433312291086,0.025346817652621978
503,0.01396475422957777,0.024164876740510655,0.04330845648318016,0.020858936485084467
504,-0.007448940945008475,0.013734836397518213,0.03617407098674297,0.01759025195813127
505,0.014820533157781646,0.022021803548459673,0.04381124498986089,0.021149091682882648
506,0.010053478478883604,0.011482841039915564,0.02277648566375967,0.010928321339496339
507,0.007436519618453374,0.029195803744951454,0.05528307141720268,0.026689327637586635
508,-0.0009287191319525823,0.004893830549541456,0.027932453495359555,0.01340669159167604
509,0.02341634283967764,0.02569400299688865,0.04897963001886074,0.02358281001613674
510,0.021148241294399406,0.03137292768766442,0.04640335691792008,0.022609379845925537
511,0.018025411240829903,0.02821092467701275,0.04193209620367466,0.020207397108446046
512,0.0036308212712397037,0.016530067764475465,0.04608358859281958,0.022313552363709244
513,0.017366369929257774,0.01756725373966983,0.056255581670051846,0.027182308211432166
514,0.01872342010361594,0.024828143466149893,0.04258289677688332,0.02050373535024158
515,0.008550022401110358,0.017986240549797444,0.04900900166925881,0.023580679583871056
516,0.014283258551711087,0.013737180675915617,0.03660561578324317,0.01757331310205809
517,0.00108980433402317,0.01762672635133064,0.03280360628596046,0.01577348925408173
518,0.0015188955520648584,0.00683642754485439,0.05017307509718438,0.024244901699416593
519,-0.0015701193606125763,0.015925115306972604,0.040194179333833624,0.019419567417668954
520,0.01914319912877671,0.011874866155371588,0.03656213129362862,0.017584696133969596
521,0.021418277479886894,0.025603512064782175,0.04677179711669033,0.02249289764475318
522,0.001749399824279796,0.01945562750245014,0.04426764962784813,0.02137215363269898
523,0.010101055823538041,0.018693089227759474,0.06050900665707881,0.02936520315841279
524,0.010279061793313726,0.010864294509017436,0.0325326091079694,0.015766380438871047
525,0.017123695311892395,0.0163884925573638,0.047977659398179884,0.02308000407770211
526,0.018354458985544664,0.02164841887498456,0.04256541935396174,0.020536313845320342
527,0.022780616556900224,0.023672713308493687,0.036913855695523634,0.01776221343230197
528,0.007289175786766688,0.014676336977689247,0.048150931435464894,0.023378191595724185
529,0.014361470121943776,0.02935518493746761,0.04696409643891131,0.022780543425575422
530,0.021329281323768656,0.020449824429283753,0.04857320256234454,0.023502181011202855
531,0.023884546033780096,0.020464279940603625,0.033680156219341284,0.016166056347782565
532,0.004897876855581629,0.022225279118300356,0.05636929290294823,0.027153415012216964
533,0.004204144254292386,0.040494968812281595,0.04977767560442936,0.024149770395511083
534,-0.010942705900001237,0.005378132221750098,0.06233448299091826,0.030017528198720556
535,0.017510960706899836,0.028233353097543684,0.029636625175176623,0.014350351279529272
536,0.01692698096866818,0.023020633826174253,0.04005408009589895,0.019269287903043525
537,0.023003932709595887,0.01917803052357106,0.04320900780178727,0.0208699495639095
538,0.023134006556730924,0.014193728276646722,0.04273255149442634,0.020439680229450696
539,0.004795286790711839,0.019106588739344427,0.034321434442242005,0.016714666022436403
540,0.005303650407376126,0.013789548805821866,0.03409387119004326,0.01646085289763402
541,0.0019446726314948926,0.008161178776901257,0.057289886735761186,0.02756078461133893
542,0.02182574958339112,0.021375736104677523,0.03134969709791169,0.01522404195367208
543,0.019033394654167868,0.0015929788064717731,0.035090798329069584,0.016945162678510373
544,0.018591006388159803,0.013776459100823452,0.05117231803718203,0.02476587254957241
545,0.02031412815392397,0.020487242017703577,0.02558730374783913,0.01227984802074697
546,-0.005376157733000153,0.017708290993336234,0.05528291106895278,0.02679345489267182
547,-0.00014166452522623718,0.0053572572023959375,0.0360346759716762,0.017605064699890177
548,0.02183458020111506,0.014365415772166795,0.05329288183597469,0.02576094103395296
549,-0.0023447144299685307,0.005081963218021929,0.05150408781596738,0.025056824812696332
550,0.017932056724592416,0.014421654111510002,0.025190490918925446,0.01221807253637025
551,0.018925336427107364,0.02667496088150334,0.022601950041858054,0.01095204401728278
552,0.011749594837349164,0.019993293840977144,0.04358205384579983,0.021126518263038296
553,0.015150841060260989,0.021989481663549443,0.04752559054761274,0.023063503615298075
554,0.017881153259381666,0.002667476471418073,0.040188675374365324,0.019279716991886936
555,0.0031207942090820673,0.0069060503990020505,0.05163824122576077,0.02507230221324605
556,0.000547957007970723,0.005347358731444263,0.03005850767685503,0.014624726850365782
557,0.011068964064754327,0.02216751990363114,0.05390933398852393,0.02602577125373412
558,0.016510804495489584,0.012182136953559325,0.048255740932683366,0.02325645276645258
559,0.010499042495042299,0.008915983431826924,0.05481421779880857,0.026434932054948762
560,2.7996511766437138e-05,0.0291566889225022,0.046394383157821184,0.022644169512493734
561,0.019883431485641423,0.03293789114191176,0.05034440620238623,0.024367830375057575
562,-0.0020419877982095214,0.005109370644800659,0.04782606859041927,0.023219702458930847
563,0.013767938932412571,0.016351729156978356,0.04926382588377176,0.02383588524095956
564,0.010575498575498554,0.011364949635205013,0.03436220360369724,0.0167518203076166
565,-0.009437271405748238,0.009062128410404824,0.04028996888876224,0.019657810297410094
566,0.022327489924586774,0.03035989548863713,0.03947957170270877,0.01896203726091175
567,0.02510878142600559,0.020048292992732197,0.048723353973883166,0.023706884213503226
568,0.012942138101491363,0.0023146180535821848,0.036996484912968586,0.01798819434131621
569,0.01630378948113065,0.026794329692048258,0.04404395340936107,0.021421442923890366
570,0.014237980638073133,0.0071754247417247785,0.04143410440117823,0.02014473381573037
571,0.016262133861108197,0.018962084429797688,0.033487826180156,0.01622402534945641
572,0.008091068322036432,0.013974948465470594,0.055078892545049385,0.02656383315323335
573,0.009019244447275643,0.028039494162013345,0.020761087420820057,0.010035958888266944
574,0.015447241636588505,0.029379714431729792,0.052017329094961484,0.025161873775057353
575,0.014325626494688937,0.024145134575844746,0.05098015636792608,0.024514264732638708
576,0.018237347709031293,0.008805569501579152,0.046927118027444314,0.02273280134997291
577,0.014882189395509782,0.017384095445444142,0.0369998173218089,0.017845285612875628
578,0.001127987729503177,-0.0002160260431620098,0.04749449261067096,0.02280718837340437
579,0.02587282649785394,0.003419365102675209,0.026149399441041,0.012750972253173343
580,0.004998456790123562,0.00711588125325624,0.04034982486455596,0.019425425280364145
581,0.01035490352771773,0.02015833401448419,0.05109833019657051,0.02471306332203893
582,0.018455941504267437,0.02453350407561783,0.03905390209920512,0.018810130381523044
583,0.005940694655873324,0.017127462540772714,0.05187562458043693,0.025004473716723347
584,0.003390571981556234,0.0020697975124847057,0.03181705098313614,0.015410215341276873
585,0.004086241289035231,0.000977461557442466,0.042871461077440776,0.02082028014518028
586,0.012033393097744316,0.024981444626439864,0.024035554978560913,0.011652996600951315
587,0.0018733785132213354,0.011117203419083899,0.060759697168181526,0.029465307840850802
588,0.012878597200540964,0.01574976056850197,0.03250169827101468,0.015745454217590382
589,0.020286945296852044,0.0007494374225038014,0.019878521185737075,0.009767717174972407
590,0.015427437722088655,0.024717568546258673,0.05728321853009133,0.02756022365113872
591,0.00907753650143206,0.019424644541035596,0.05132354229982439,0.024841146415006204
592,0.03490603406200565,0.031115393555286253,0.01342858201038366,0.006561948336857248
593,0.011914785898146985,0.018971488709310452,0.039342777334431145,0.019103794978206773
594,-0.0018487831284449419,0.000273474299922416,0.050323994870948296,0.024646473389463686
595,0.029171598282695554,0.024709063425420175,0.03728691325435485,0.017916737448333997
596,0.018174694949176784,0.038258944380052895,0.03404496553323455,0.01634855555241782
597,0.011632440953365242,0.009309665657780325,0.055212584934095754,0.026460398989204742
598,0.006979583962274605,0.01373930206657481,0.03611330278796143,0.0173663685769867
599,0.02272770842467009,0.010975836265716715,0.03666814797901363,0.017563522035438067
600,0.02505093812593262,0.033707850708849796,0.027545047707533743,0.013302422547907422
601,0.005112976790158763,0.02114169250659001,0.03019405878514081,0.01451419159882883
602,0.009788536557315708,0.02359182788922959,0.03371830021946365,0.016303311832792405
603,-0.006076945448604265,0.0025848408899260544,0.0528999803220066,0.025763593934400753
604,0.015704841115237733,0.013923964722360016,0.03383755757022844,0.016353309647180042
605,0.007446268021150559,0.0203459703096896,0.05498714863990628,0.02648188431387255
606,-0.0014631526538578798,0.012669005378382558,0.043012855230894376,0.020817853892186516
607,0.020667044004767376,0.02488817279848876,0.048815592776183525,0.02364005612015463
608,0.01751059496335361,0.011607108394923904,0.04354143020042067,0.020939795227416708
609,0.01494268389838005,0.02781205744676485,0.03760685922429319,0.018059446666466084
610,0.011583328031910867,0.01179492251587777,0.05051283190921707,0.0244224434427201
611,0.02417263206433673,0.043987089334726115,0.035365793980370985,0.01700095209655647
612,0.013707840922594583,0.018800362110485858,0.03810716558620697,0.01838064739204534
613,0.009734377636456792,0.016368667685042193,0.04707565890561338,0.02249660165326761
614,0.0170976778275288,0.025354037909665783,0.03457571300941653,0.01659971205875846
615,-0.004350943685285991,0.009277412756795611,0.04799929503332789,0.023224617955288712
616,0.01771167195158707,0.029623291336489527,0.04400479336899199,0.021250581529738133
617,0.014764556623669378,0.014334321735475969,0.044638075586621806,0.021676553608455468
618,0.003465566328275216,0.023997221341231778,0.03454384974525426,0.01685217581526835
619,0.017094545359139124,0.024132417924607186,0.041021598958366434,0.019582165928775708
620,-0.001151882953135952,0.0009657246817721399,0.05159237550996121,0.024675982529673623
621,0.0074499778899347335,0.012251011285108776,0.057545668742348566,0.02773856234034469
622,0.007000089070558602,0.022951487833977657,0.049275685322472396,0.023794791951691374
623,0.0056795183616416,0.028111975738897954,0.04014579774614091,0.01947999476614165
624,0.025698718339116966,0.018107964849693542,0.03678000390679126,0.017597508586080085
625,0.02161845255627126,0.03328658215207292,0.055261830050999494,0.026590974016886232
626,0.008771551804899191,0.015102494105032116,0.04787750899033205,0.02308365330883541
627,0.012016568121187565,0.02724737318428677,0.022020017946642323,0.010649625762774423
628,0.02659355368030203,0.01645105555793669,0.03493803260975592,0.016821121114401733
629,-0.009421686769055748,-0.00038649389153344593,0.034042382322421516,0.016473060789575444
630,0.022533351681654046,0.007284782938156764,0.046569658590318364,0.022533856312652645
631,0.010436720618416495,0.017051328122784815,0.03584240477600653,0.01741758261530077
632,0.004256945086082098,0.02247574375209202,0.04576987151681022,0.022116577401967985
633,0.015793903642005502,0.010520227273306648,0.05780539337738311,0.028093823303853377
634,0.009211958773503115,0.00439080234677236,0.03969817728362146,0.019246730346571456
635,0.009097323194677487,0.01331263703493174,0.046226105068027046,0.02234864234913697
636,0.006503039712406733,0.01478116640715088,0.04990917351738433,0.024142266813421354
637,0.019308253439514367,0.01224814208064498,0.03343651589569974,0.016021440314656576
638,-0.0004060143672420802,0.02487182990233411,0.056234516940712576,0.027361402153193604
639,-0.0035337556358417954,-0.003598582199855316,0.04592282236284051,0.022302585881960102
640,0.008618643624617284,-0.0007569165850973558,0.03087764013702099,0.014821152925407394
641,0.011265440202582355,0.012492113606435429,0.0462932231032982,0.02254949511511023
642,-0.0022290152743846825,0.01854181214171266,0.0398094813413441,0.01941028812601317
643,0.010753791526220247,0.014189870720182352,0.0335873923176927,0.016147694644890992
644,0.020293528408520833,0.011113463888929836,0.050152153225843765,0.024262494605413992
645,0.004864327342973929,0.026938255982800585,0.04780009215204983,0.02315036420269284
646,0.02063077942261904,0.028548910003109357,0.041310177036137485,0.019853418444564314
647,0.008069352582877332,0.008915291582272583,0.04502615615510175,0.021629352858346662
648,0.01815178742010548,0.025251235474393563,0.021591452310264825,0.010547565351837845
649,0.016494880539472345,0.016241011579045173,0.03975326364518783,0.019312611471596186
650,0.004162827055500862,0.007912794401250589,0.04832658995766126,0.02331082996562106
651,0.006649084676765282,0.014622685370649618,0.049359848538753304,0.023761086216879224
652,0.01282431857654287,0.0057843284255480465,0.05141302488951971,0.02498247730269379
653,0.009112894741788113,0.01164680315712563,0.03669314618500441,0.017728815616099236
654,0.023065115181319706,0.029947297789749028,0.03608983521340192,0.017355187360223512
655,0.019988097646631897,0.03014339542101968,0.052211582497072584,0.02523875030643591
656,0.020357494363190565,0.035403482264618674,0.05168108764720192,0.025231732669937
657,0.006123345666243396,0.0011715191138040593,0.030526692022738056,0.014846264917318719
658,0.02906814160582405,0.03880887629175728,0.05057752325176368,0.024190680884234428
659,0.016163826753755606,0.013368832559465083,0.0367251425013041,0.017640463970377995
660,0.0041152031555327095,0.01811853535564903,0.03703042479301688,0.017993755346299906
661,0.005483512461343598,0.027789849264034883,0.0294167455984502,0.014221759160902958
662,-0.007419698217437376,0.0027879291938896766,0.03945321794462242,0.019202153444344033
663,0.012511726379153876,0.03765119664701,0.04245455478198579,0.020622180719218147
664,-0.005726728361458822,0.0046188026088943845,0.037723399174812156,0.018464668152187336
665,-0.0036982826055785845,-0.0017242780045792772,0.01782427624500571,0.008729071374814878
666,0.025700145906455085,0.030460014940379393,0.03432606952157502,0.016546683783741994
667,0.02041618040303994,0.022761147378531826,0.04844385608484225,0.023369929728174227
668,0.01591394939591606,0.02416664463430382,0.038557342290469476,0.01868773123022044
669,0.01029827833701391,0.040437403215475204,0.03039422288338789,0.014622319631078351
670,0.008354768904131893,0.007385186603792726,0.03337227807658116,0.016261715822568107
671,0.02059997697709226,0.030330241673146796,0.03159348030797793,0.015040841065224186
672,-0.0025580106516694956,0.01137916479292711,0.0441245767806111,0.021535883223387453
673,0.01285199212103394,0.009945803155248178,0.05151760650663162,0.024781126829490296
674,0.005818294021843418,0.0075724407836380014,0.05267856154287953,0.025472241358038827
675,0.010237985167538932,0.021166499751035198,0.03421071115946528,0.016594737118816982
676,0.011004068059001115,0.01400885589456724,0.036782027054195865,0.017882961189696872
677,0.009983052593192876,0.00443978392376887,0.025248164966112374,0.012094428753770842
678,0.010373066235924266,0.024993468715639844,0.05764853854955121,0.027665540838468283
679,0.014317194449720683,0.01938300884281574,0.034388827627149676,0.016457750128344634
680,-0.001819226320915468,-0.007079282756661254,0.038638673417164426,0.018759429454034082
681,0.014504834777709141,0.024738426412476394,0.04168720062041542,0.02016347652986919
682,0.017219229797182045,0.02345827801556072,0.05306704616841007,0.025740564790354747
683,0.01590420186214181,0.0413851647563481,0.04994413243478801,0.024057533399486603
684,-0.004378106631012568,0.002716084752466763,0.04110405258077543,0.020161306738456702
685,0.005331787369232344,0.013599211286787372,0.04787743042525916,0.023220662595303893
686,0.017428332148822112,0.024563505331252955,0.05286146562181626,0.025469643207708587
687,0.01318949676829484,0.013162077547152595,0.03753456404468847,0.018311002021455414
688,0.008655502740064436,0.013405650941849034,0.032833614368259045,0.015935011616670963
689,0.0026279757192789743,0.006272984298404283,0.05721313927247107,0.027654740763220692
690,0.022639203587220713,0.027142059172005073,0.05299921195121604,0.02557918515832794
691,0.004170068272292493,-0.002995061843011293,0.03638972495512871,0.0177699155090221
692,0.005806794614504063,-0.00434521481970751,0.023547390143194957,0.011484628930732849
693,0.0013916226435163326,0.004307182811056354,0.037202767220046784,0.018172785890315846
694,0.022003084369560222,0.04114084915992908,0.04086373554603173,0.01991861804131273
695,-0.002769447720430751,0.006250636187023206,0.033062808876737626,0.016024746275462465
696,0.024585000197262064,0.030847397703569368,0.03077845502484533,0.014639066152970726
697,0.007075677613905151,0.029214035446449765,0.048284164053814305,0.023250022870955706
698,0.015665184563795287,0.014790201751315513,0.03801361544449089,0.01842790567032751
699,0.00046232773994392407,0.021154060200933328,0.029901230614473584,0.014548510769095968
700,0.014888052014039421,0.023642113989353786,0.04149870929433075,0.020017545306276807
701,0.018622180704607194,0.021816076842779142,0.05695941278789285,0.027448242601552236
702,0.019149094570867997,0.03039195991587873,0.04833616562945142,0.023239087099783756
703,0.01127926758091824,0.030788202444267193,0.046371876992794436,0.02261630652305563
704,0.013565638465325325,0.012597711226720834,0.03224169499319385,0.015564256162014733
705,0.008831143462904256,0.01663049682941642,0.050194499811109905,0.024225131616134238
706,-0.0003927481705630065,0.007297984590906054,0.04554539687213066,0.021929251058040916
707,0.018439198589515038,0.01714051305234854,0.034991684010933666,0.016989665898667294
708,0.0154475767516985,0.014103933022105886,0.031184055976146596,0.015310571664986006
709,0.019071255240701412,0.024879691741830717,0.03488387199405285,0.016752840352990434
710,0.015755178531406067,0.010204849915729619,0.039705925776535644,0.019341839479143252
711,0.0029488443711522816,0.008190068927852234,0.046244821255062796,0.022319840212200792
712,0.022257682129478984,0.014010092133217134,0.029510502520251336,0.014313394715616101
713,0.016600062330346277,0.016325612174108273,0.044312404630870605,0.021356280433031977
714,0.0066904046599985945,0.016631492741814746,0.041023484898652485,0.019738035768962103
715,0.019349869247150542,0.03065473692265358,0.03261790738007431,0.015652105229621738
716,0.018207846079166812,0.028247685438713865,0.046239338018098985,0.0223231766576773
717,0.022258966745960063,0.03004093567280086,0.028251597596836597,0.01372493120293844
718,0.010147042040462795,0.026074090133846872,0.03572045461423767,0.017139307014931077
719,0.016168500525165497,0.024782373497361343,0.051785480238098924,0.02482879634018792
720,0.01056566284443583,0.009086977984656713,0.04596556968992116,0.022064973860215498
721,0.008785824960400923,0.013181406229042902,0.06162126862136741,0.029797971967161163
722,0.010211064747332688,0.019150555419098853,0.04377690797330325,0.021077332286615486
723,0.025910606892617927,0.017722397325774436,0.037858755573504266,0.018367736843517085
724,0.008627023920501742,0.007013116039433609,0.06362792790623573,0.03077257163660449
725,0.007932188945702356,0.02193599698714238,0.032955125711188527,0.015906550232265254
726,0.018952386714078617,0.03944042945295409,0.03969561525098941,0.01935010102615345
