random_forest_weight,weighted_mlp_weight,ft_transformer_weight,tabnet_v1_weight,rows,positive_rate_actual,positive_rate_predicted,average_probability,roc_auc,average_precision,log_loss,brier_score,accuracy,balanced_accuracy,precision,recall,f1,threshold
0.2,0.1,0.3,0.4,19980,0.10490490490490491,0.5032532532532532,0.4997956496605621,0.6606896586312812,0.22130631335428586,0.7061222559560139,0.255530416323722,0.5376876876876877,0.6071843291201484,0.14490303331675783,0.6951335877862596,0.23981565303267222,0.5
0.6,0.2,0.2,0.0,19980,0.10490490490490491,0.35685685685685686,0.4548099325193566,0.6606244323041962,0.22504433011235783,0.6253612817847353,0.21746343888583258,0.6587587587587588,0.6215349214018757,0.1688639551192146,0.5744274809160306,0.26100151745068284,0.5
0.2,0.0,0.3,0.5,19980,0.10490490490490491,0.5161661661661662,0.5058408364994634,0.6605116667890271,0.21424126010575817,0.7185755887567745,0.26117525786183193,0.526976976976977,0.6058343442302472,0.1434112285464947,0.7056297709923665,0.2383753727133532,0.5
0.4,0.3,0.0,0.3,19980,0.10490490490490491,0.4731731731731732,0.4860778512827852,0.6603981276282609,0.22031861930061555,0.6734520512948335,0.24053896051405488,0.5640640640640641,0.6141262777423976,0.15020097313306538,0.6774809160305344,0.24588744588744588,0.5
0.4,0.0,0.0,0.6,19980,0.10490490490490491,0.5498498498498499,0.5042134117994894,0.6603374898198912,0.2109011035335336,0.7056182490887494,0.2559682156930115,0.498998998998999,0.6022095745098608,0.13981430912069906,0.732824427480916,0.23482647913163124,0.5
0.5,0.3,0.0,0.2,19980,0.10490490490490491,0.427977977977978,0.4745584346620914,0.6603210031654376,0.22000193288031283,0.6542466537221489,0.23125856364611047,0.6015515515515516,0.6188512248570517,0.15705765407554673,0.6407442748091603,0.2522776368930215,0.5
0.1,0.1,0.2,0.6,19980,0.10490490490490491,0.5711211211211211,0.5184522024617271,0.6600402231684768,0.2209470142249419,0.7400634682637727,0.2715115860742664,0.4805305305305305,0.5977896571800287,0.13706073087371834,0.7461832061068703,0.2315836233064337,0.5
0.7,0.0,0.3,0.0,19980,0.10490490490490491,0.35445445445445445,0.4482437533959943,0.6597263364754371,0.21832636353489976,0.6175757468761696,0.21402690341859948,0.6596596596596597,0.6188792895180305,0.16789042643321095,0.5672709923664122,0.2590978426672478,0.5
0.4,0.3,0.2,0.1,19980,0.10490490490490491,0.4146646646646647,0.47180357892184277,0.6596246687729745,0.22636958176287433,0.6530753733577281,0.23071016135822017,0.6096596596596596,0.6124296462700252,0.15582377791188895,0.6159351145038168,0.2487236297081206,0.5
0.3,0.2,0.0,0.5,19980,0.10490490490490491,0.5472972972972973,0.5036424547423805,0.6593644570779288,0.21732633916468372,0.7048157336655119,0.2556024953371338,0.5003503503503504,0.6004373391884255,0.13936899862825788,0.7270992366412213,0.233903767937994,0.5
0.1,0.3,0.2,0.4,19980,0.10490490490490491,0.5353853853853854,0.5063618287839241,0.659361255785802,0.22686728874335504,0.7157874280085027,0.26033281898644967,0.5100600600600601,0.6012281650535001,0.14041319996260634,0.7166030534351145,0.2348159149534902,0.5
1.0,0.0,0.0,0.0,19980,0.10490490490490491,0.2726726726726727,0.4350969120753266,0.6592634563113261,0.20204551541697735,0.594743373287332,0.2024334820954407,0.726926926926927,0.6259189842598869,0.19162995594713655,0.49809160305343514,0.2767762460233298,0.5
0.3,0.2,0.3,0.2,19980,0.10490490490490491,0.45245245245245247,0.4822310462009667,0.6592513447561128,0.2247354288754254,0.6740675887287741,0.2406084644025743,0.5798798798798799,0.6126419986477742,0.15165929203539824,0.6541030534351145,0.24622844827586207,0.5
0.2,0.2,0.3,0.3,19980,0.10490490490490491,0.48703703703703705,0.4937504628216606,0.6590638290697814,0.22389898949735831,0.6953534672066408,0.2505324416188848,0.5512012012012012,0.6090470009441677,0.14695303668687698,0.6822519083969466,0.24181956540120064,0.5
0.9,0.1,0.0,0.0,19980,0.10490490490490491,0.2948948948948949,0.44057114185711893,0.6586621202627279,0.20943084209912027,0.6026032693192861,0.20624781109868473,0.7094094094094094,0.6260315096781464,0.1851663272233537,0.5205152671755725,0.27315973960941414,0.5
0.1,0.1,0.3,0.5,19980,0.10490490490490491,0.535035035035035,0.5113150662812558,0.6584418446869649,0.2186588977522739,0.7308144614452465,0.26674131326878764,0.5095095095095095,0.5990253025861318,0.13966323666978483,0.7123091603053435,0.23353668074456438,0.5
0.3,0.3,0.0,0.4,19980,0.10490490490490491,0.5178678678678679,0.49759726790347897,0.6583208891994379,0.21899235666575317,0.6943491567008276,0.25058639382829284,0.5246746746746747,0.6032847284706702,0.1423601043780806,0.7027671755725191,0.23675962388491523,0.5
0.1,0.3,0.1,0.5,19980,0.10490490490490491,0.5716216216216217,0.5134989649643955,0.6581940379989107,0.22583916819576128,0.7269747732947381,0.26587612087584517,0.4789289289289289,0.5945784944024339,0.13597758515016198,0.7409351145038168,0.2297847155433898,0.5
0.4,0.2,0.3,0.1,19980,0.10490490490490491,0.4183683683683684,0.47071162958027296,0.6581602376895379,0.22470434462428773,0.6545634615339408,0.23145152363255736,0.6074574574574575,0.6143583714215957,0.1562387845436057,0.6230916030534351,0.24983261597321857,0.5
0.6,0.1,0.3,0.0,19980,0.10490490490490491,0.37027027027027026,0.4537179831777867,0.658030265229187,0.22070649825215588,0.6267506308734164,0.21835719300639514,0.6463463463463464,0.6167072661648179,0.16409840497431738,0.5791984732824428,0.25574046766378766,0.5
